Date,High,Low,Open,Close,Volume,Adj Close
01-03-2010,7.482142925,7.337500095,7.348214149,7.463929176,550093600,6.39931345
02-03-2010,7.529643059,7.419285774,7.497499943,7.458929062,566546400,6.3950243
03-03-2010,7.495357037,7.426428795,7.462142944,7.476070881,372052800,6.409723282
04-03-2010,7.532856941,7.451070786,7.474286079,7.52535677,366041200,6.45197773
05-03-2010,7.846428871,7.665357113,7.676428795,7.819643021,899620400,6.704288483
08-03-2010,7.860356808,7.794642925,7.857500076,7.824285984,429889600,6.708268642
09-03-2010,8.035714149,7.781785965,7.796785831,7.965000153,920259200,6.828913212
10-03-2010,8.052857399,7.971428871,7.993928909,8.029999733,596218000,6.884642601
11-03-2010,8.053570747,7.975714207,7.996786118,8.053570747,405700400,6.90485096
12-03-2010,8.133213997,8.0625,8.12035656,8.092857361,416323600,6.93853426
15-03-2010,8.053570747,7.866071224,8.049285889,7.99428606,493502800,6.85402298
16-03-2010,8.034999847,7.946785927,8.006428719,8.01607132,446908000,6.872699261
17-03-2010,8.087499619,7.973928928,8.032142639,8.004285812,450956800,6.862596035
18-03-2010,8.035714149,7.95035696,8.003570557,8.02321434,342109600,6.878824234
19-03-2010,8.044285774,7.901071072,8.028214455,7.9375,559445600,6.805334091
22-03-2010,8.071429253,7.862500191,7.873929024,8.026785851,456419600,6.881886482
23-03-2010,8.170714378,8.003570557,8.058570862,8.155714035,602431200,6.992424011
24-03-2010,8.221428871,8.125356674,8.130000114,8.191785812,597780400,7.023351669
25-03-2010,8.248929024,8.080356598,8.247142792,8.094642639,542284400,6.940064907
26-03-2010,8.283928871,8.162500381,8.176786423,8.246429443,640875200,7.070200443
29-03-2010,8.352499962,8.272143364,8.321429253,8.299642563,540744400,7.115824699
30-03-2010,8.4814291,8.366070747,8.449999809,8.423213959,527310000,7.221770763
31-03-2010,8.450357437,8.373571396,8.410357475,8.392856598,430659600,7.195741177
01-04-2010,8.526070595,8.3125,8.478928566,8.427499771,603145200,7.225446701
05-04-2010,8.518214226,8.384642601,8.39214325,8.517499924,684507600,7.302607059
06-04-2010,8.579999924,8.464285851,8.507143021,8.555000305,447017200,7.334758282
07-04-2010,8.640000343,8.523571014,8.555356979,8.592857361,628502000,7.367218971
08-04-2010,8.626428604,8.501428604,8.587142944,8.569643021,572989200,7.347311974
09-04-2010,8.638929367,8.587857246,8.62250042,8.635356903,334182800,7.403655052
12-04-2010,8.681071281,8.636071205,8.649999619,8.653214455,333026400,7.418964863
13-04-2010,8.67142868,8.611070633,8.637857437,8.658213615,306210800,7.423250198
14-04-2010,8.778928757,8.716786385,8.760000229,8.774642944,404076400,7.523075104
15-04-2010,8.893928528,8.768214226,8.777856827,8.890000343,376784800,7.621975899
16-04-2010,8.969285965,8.73392868,8.87749958,8.83571434,750545600,7.575434208
19-04-2010,8.853214264,8.634642601,8.822500229,8.823928833,566924400,7.565330505
20-04-2010,8.901785851,8.677143097,8.876428604,8.735357285,738326400,7.489390373
21-04-2010,9.294643402,9.133213997,9.242856979,9.257857323,982391200,7.937365532
22-04-2010,9.526785851,9.149999619,9.222857475,9.516785622,793424800,8.159359932
23-04-2010,9.720713615,9.535714149,9.571070671,9.672499657,796955600,8.292861938
26-04-2010,9.730713844,9.578213692,9.710000038,9.625,479068800,8.252139091
27-04-2010,9.565713882,9.304286003,9.54535675,9.358571053,709343600,8.023710251
28-04-2010,9.428570747,9.157500267,9.401785851,9.342857361,758402400,8.010240555
29-04-2010,9.642856598,9.357500076,9.3935709,9.594285965,558840800,8.22580719
30-04-2010,9.66321373,9.321429253,9.618213654,9.324643135,542463600,7.994622707
03-05-2010,9.56714344,9.388570786,9.422857285,9.512499809,454342000,8.155688286
04-05-2010,9.403214455,9.169643402,9.388929367,9.238571167,723819600,7.920827866
05-05-2010,9.219285965,8.883213997,9.036786079,9.142499924,883103200,7.838462353
06-05-2010,9.223214149,7.116071224,9.065357208,8.794643402,1285860800,7.54021883
07-05-2010,8.806071281,8.043213844,8.703928947,8.423570633,1676018400,7.222074986
10-05-2010,9.094642639,8.876070976,8.9375,9.071070671,984306400,7.777218819
11-05-2010,9.281785965,8.946429253,8.994285583,9.161429405,848906800,7.854691982
12-05-2010,9.397500038,9.239286423,9.258570671,9.360357285,654379600,8.02524662
13-05-2010,9.464285851,9.157142639,9.400713921,9.227143288,599712400,7.911029339
14-05-2010,9.159999847,8.910714149,9.112856865,9.06499958,759362800,7.772013187
17-05-2010,9.14928627,8.846785545,9.096428871,9.079285622,762834800,7.784264088
18-05-2010,9.23392868,8.937856674,9.177857399,9.012857437,782678400,7.72730732
19-05-2010,9.032856941,8.744643211,8.910714149,8.869285583,1025726800,7.604216099
20-05-2010,8.708929062,8.436071396,8.638570786,8.491429329,1282915200,7.280254841
21-05-2010,8.732143402,8.262499809,8.31499958,8.654286385,1223891200,7.419881821
24-05-2010,8.96071434,8.795000076,8.831428528,8.812856674,754238800,7.555836678
25-05-2010,8.812856674,8.470000267,8.548213959,8.757857323,1048006400,7.508682728
26-05-2010,9.00464344,8.705356598,8.931428909,8.718214035,850654000,7.474691391
27-05-2010,9.067500114,8.896785736,8.949999809,9.048213959,666282400,7.757621765
28-05-2010,9.264286041,9.048213959,9.263929367,9.174285889,815614800,7.865710735
01-06-2010,9.497857094,9.248571396,9.274642944,9.315357208,876472800,7.986663342
02-06-2010,9.45714283,9.297499657,9.447856903,9.426786423,688548000,8.082198143
03-06-2010,9.48392868,9.300356865,9.470713615,9.397143364,650106800,8.05678463
04-06-2010,9.353570938,9.093929291,9.221785545,9.141428947,758304400,7.837538719
07-06-2010,9.255356789,8.948213577,9.224642754,8.962142944,886942000,7.683829784
08-06-2010,9.064286232,8.77321434,9.044285774,8.904643059,1000770400,7.634530067
09-06-2010,8.996429443,8.660357475,8.981071472,8.685713768,854630000,7.446827412
10-06-2010,8.963570595,8.649999619,8.744285583,8.946785927,776356000,7.670660019
11-06-2010,9.066429138,8.834643364,8.865357399,9.053929329,545759200,7.762521744
14-06-2010,9.255356789,9.071785927,9.141428947,9.081428528,602960400,7.786099911
15-06-2010,9.280357361,9.125,9.130000114,9.274642944,585074000,7.951755047
16-06-2010,9.5625,9.308214188,9.324999809,9.544643402,783678000,8.183245659
17-06-2010,9.746429443,9.625,9.66428566,9.709643364,872855200,8.3247118
18-06-2010,9.821429253,9.693571091,9.723214149,9.78821373,784621600,8.392069817
21-06-2010,9.964642525,9.597499847,9.917499542,9.648928642,776490400,8.272654533
22-06-2010,9.856071472,9.696429253,9.720000267,9.780357361,717262000,8.385335922
23-06-2010,9.809286118,9.567856789,9.806428909,9.677499771,768457200,8.297152519
24-06-2010,9.757143021,9.574999809,9.678570747,9.607143402,714277200,8.236832619
25-06-2010,9.652500153,9.493213654,9.645000458,9.524999619,549942400,8.166401863
28-06-2010,9.633929253,9.447142601,9.533213615,9.58214283,584948000,8.21539402
29-06-2010,9.442500114,9.08214283,9.43285656,9.148928642,1133344800,7.84397316
30-06-2010,9.213213921,8.928929329,9.168213844,8.983214378,739452000,7.701895714
01-07-2010,9.100000381,8.686429024,9.08214283,8.874285698,1022896000,7.608503819
02-07-2010,8.96178627,8.685713768,8.946070671,8.819286346,693842800,7.561347961
06-07-2010,9.028571129,8.791428566,8.964285851,8.87964344,615235600,7.613096714
07-07-2010,9.241786003,8.919643402,8.946070671,9.238213539,654556000,7.920523167
08-07-2010,9.389286041,9.103214264,9.374285698,9.217499733,738144400,7.902763844
09-07-2010,9.282142639,9.112856865,9.174642563,9.272143364,433322400,7.949613094
12-07-2010,9.35178566,9.102143288,9.233214378,9.188928604,562878400,7.878270626
13-07-2010,9.157142639,8.801071167,9.154286385,8.992856979,1190924000,7.710160732
14-07-2010,9.135713577,8.892856598,8.906429291,9.026070595,812047600,7.738638401
15-07-2010,9.177499771,8.83214283,8.865357399,8.98035717,824866000,7.69944334
16-07-2010,9.106071472,8.871786118,9.042142868,8.925000191,1039858400,7.651982307
19-07-2010,8.924285889,8.557143211,8.924285889,8.770713806,1024478000,7.519702435
20-07-2010,9.032142639,8.571785927,8.675000191,8.996070862,1074950800,7.712917805
21-07-2010,9.469642639,9.071429253,9.467499733,9.079999924,1185671200,7.784873486
22-07-2010,9.285714149,9.118213654,9.202857018,9.250714302,645318800,7.931237221
23-07-2010,9.299285889,9.152856827,9.181785583,9.283571243,533388800,7.959409237
26-07-2010,9.28928566,9.203928947,9.285714149,9.260000229,420551600,7.939198971
27-07-2010,9.45714283,9.29642868,9.316785812,9.431428909,584771600,8.086177826
28-07-2010,9.499643326,9.294643402,9.416786194,9.319999695,519985200,7.990643024
29-07-2010,9.380356789,9.146429062,9.311071396,9.218214035,643806800,7.903374672
30-07-2010,9.274999619,9.103570938,9.138929367,9.1875,448210000,7.877044201
02-08-2010,9.378213882,9.272143364,9.301428795,9.35178566,428055600,8.017891884
03-08-2010,9.402142525,9.265000343,9.321785927,9.354642868,417653600,8.020341873
04-08-2010,9.438570976,9.296786308,9.387143135,9.39214325,420375200,8.052495956
05-08-2010,9.39928627,9.305356979,9.347499847,9.346428871,289097200,8.013302803
06-08-2010,9.338929176,9.201070786,9.277856827,9.288928986,444897600,7.964004517
09-08-2010,9.362500191,9.270357132,9.338570595,9.348214149,303128000,8.014834404
10-08-2010,9.301786423,9.198213577,9.280357361,9.264642715,451920000,7.943181038
11-08-2010,9.131786346,8.921786308,9.121429443,8.935357094,620054400,7.660862923
12-08-2010,9.03928566,8.789999962,8.810357094,8.992500305,534920400,7.70985508
13-08-2010,8.995714188,8.896071434,8.987500191,8.896429062,354869200,7.627487183
16-08-2010,8.928929329,8.80785656,8.842143059,8.844285965,318430000,7.582782269
17-08-2010,9.093929291,8.899999619,8.931428909,8.998929024,422640400,7.715368748
18-08-2010,9.095356941,8.984999657,9.012857437,9.03821373,339696000,7.749049187
19-08-2010,9.052857399,8.881428719,9.029999733,8.924285889,426706000,7.651372433
20-08-2010,9.068571091,8.892856598,8.906785965,8.915714264,384230000,7.644022465
23-08-2010,9,8.758929253,8.992500305,8.778571129,414041600,7.52644062
24-08-2010,8.678570747,8.52321434,8.666786194,8.568928719,602565600,7.346701622
25-08-2010,8.713929176,8.471428871,8.501428604,8.674642563,596867600,7.437335014
26-08-2010,8.776785851,8.581428528,8.76607132,8.581428528,466505200,7.357414722
27-08-2010,8.664643288,8.412857056,8.633929253,8.629285812,548391200,7.398447514
30-08-2010,8.776785851,8.595713615,8.598570824,8.660714149,383289200,7.425395012
31-08-2010,8.734286308,8.583929062,8.637499809,8.682143211,420786800,7.443764687
01-09-2010,8.980713844,8.795714378,8.838213921,8.940357208,697037600,7.665148735
02-09-2010,9.006071091,8.87749958,8.973570824,9.006071091,415427600,7.721489429
03-09-2010,9.242142677,9.089285851,9.110357285,9.241786003,520788800,7.923584938
07-09-2010,9.268928528,9.151785851,9.165714264,9.207500458,342557600,7.894191742
08-09-2010,9.442500114,9.253570557,9.277856827,9.390000343,526551200,8.050658226
09-09-2010,9.5185709,9.390000343,9.465714455,9.395357132,438575200,8.055252075
10-09-2010,9.446429253,9.33571434,9.399642944,9.407500267,387542400,8.065662384
13-09-2010,9.581428528,9.491429329,9.493571281,9.537142754,388780000,8.176812172
14-09-2010,9.613213539,9.48285675,9.507499695,9.573571205,408150400,8.208047867
15-09-2010,9.656429291,9.565713882,9.577500343,9.650713921,429368800,8.274186134
16-09-2010,9.881071091,9.625,9.651429176,9.87749958,652103200,8.468625069
17-09-2010,9.927143097,9.77428627,9.917499542,9.834643364,634477200,8.431880951
20-09-2010,10.13500023,9.85178566,9.859999657,10.1153574,658677600,8.67255497
21-09-2010,10.26249981,10.09964275,10.13785744,10.1346426,668074400,8.689086914
22-09-2010,10.28499985,10.08607101,10.09678555,10.27678585,585289600,8.810958862
23-09-2010,10.45571423,10.21428585,10.22607136,10.31857109,786116800,8.846782684
24-09-2010,10.48321438,10.37678623,10.43214321,10.43999958,649488000,8.950891495
27-09-2010,10.52607059,10.39321423,10.4992857,10.39857101,482834800,8.915369987
28-09-2010,10.42035675,9.821429253,10.42035675,10.24499989,1035042400,8.783704758
29-09-2010,10.35035706,10.21428585,10.258214,10.26321411,469644000,8.799323082
30-09-2010,10.3571434,10.0446434,10.32142925,10.13392925,673391600,8.688475609
01-10-2010,10.23499966,10.04821396,10.21964264,10.09000015,448142800,8.650814056
04-10-2010,10.10357094,9.92035675,10.05714321,9.951429367,435302000,8.532010078
05-10-2010,10.33749962,10.06499958,10.07142925,10.31928635,501967200,8.84739399
06-10-2010,10.42821407,10.18785667,10.34249973,10.32821369,670868800,8.855052948
07-10-2010,10.3742857,10.24678612,10.36928558,10.32928562,408399600,8.855968475
08-10-2010,10.5178566,10.3571434,10.41821384,10.50249958,658403200,9.004475594
11-10-2010,10.61571407,10.52142906,10.52642918,10.54857063,427753200,9.043973923
12-10-2010,10.69642925,10.44607067,10.55035686,10.66214275,558544000,9.141348839
13-10-2010,10.78428555,10.70714283,10.72142887,10.71928596,630092400,9.190341949
14-10-2010,10.80249977,10.72857094,10.77464294,10.79678631,435296400,9.256785393
15-10-2010,11.25,10.88964272,10.97999954,11.24071407,922194000,9.637397766
18-10-2010,11.3928566,11.22464275,11.37392902,11.3571434,1093010800,9.73721981
19-10-2010,11.2060709,10.71500015,10.83571434,11.05321407,1232784000,9.476639748
20-10-2010,11.22321415,10.95964336,11.03571415,11.09035683,721624400,9.50848484
21-10-2010,11.24071407,10.95714283,11.15571404,11.054286,551460000,9.477561951
22-10-2010,11.0728569,10.93928623,11.03821373,10.98107147,372778000,9.4147892
25-10-2010,11.12857056,11.01571369,11.03892899,11.02999973,392462000,9.456734657
26-10-2010,11.06214333,10.91607094,10.95964336,11.00178623,392929600,9.432546616
27-10-2010,11.06785679,10.91428566,10.98750019,10.99392891,399002800,9.425810814
28-10-2010,11,10.74642944,10.99821377,10.90142918,551051200,9.346505165
29-10-2010,10.92428589,10.74535656,10.8653574,10.7492857,430511200,9.216060638
01-11-2010,10.91428566,10.79285717,10.79357147,10.86357117,423889200,9.314047813
02-11-2010,11.07821369,10.96428585,10.96428585,11.04857063,433930000,9.472662926
03-11-2010,11.17428589,11.01892853,11.12035656,11.17142868,508348400,9.577994347
04-11-2010,11.43500042,11.25107098,11.26607132,11.366786,642488000,9.745484352
05-11-2010,11.41321373,11.3125,11.35678577,11.32607079,361253200,9.71057415
08-11-2010,11.42035675,11.31285667,11.32857132,11.37928581,281758400,9.756201744
09-11-2010,11.47500038,11.2321434,11.46607113,11.28857136,383544000,9.67842865
10-11-2010,11.3846426,11.19821358,11.30857086,11.35821438,384227200,9.738136292
11-11-2010,11.37142944,11.22321415,11.25,11.30892944,361284000,9.69588089
12-11-2010,11.30357075,10.84392929,11.28571415,11.00107098,795846800,9.431933403
15-11-2010,11.09071445,10.9382143,11.01642895,10.96571445,403606000,9.401622772
16-11-2010,10.98571396,10.68999958,10.91857147,10.77107143,657650000,9.234741211
17-11-2010,10.85678577,10.63428593,10.75714302,10.7321434,479449600,9.201363564
18-11-2010,11.05964279,10.88178635,10.89999962,11.01535702,494491200,9.44418335
19-11-2010,11.01428604,10.90142918,10.99892902,10.95464325,384843200,9.392129898
22-11-2010,11.19142914,10.92392921,10.95285702,11.19142914,393075200,9.595139503
23-11-2010,11.13392925,10.94857121,11.08749962,11.02607059,519447600,9.453368187
24-11-2010,11.26428604,11.13392925,11.1428566,11.24285698,413725200,9.639232635
26-11-2010,11.34642887,11.17642879,11.20499992,11.25,237585600,9.645358086
29-11-2010,11.33857059,11.12071419,11.2678566,11.31678581,445785200,9.702616692
30-11-2010,11.22714329,11.10249996,11.1978569,11.11250019,501858000,9.527468681
01-12-2010,11.34821415,11.25,11.2596426,11.30000019,461750800,9.688224792
02-12-2010,11.3928566,11.24607086,11.34035683,11.36250019,462837200,9.741809845
03-12-2010,11.38035679,11.29785728,11.32178593,11.33714294,342092800,9.720072746
06-12-2010,11.51178646,11.37214279,11.38000011,11.43392944,448481600,9.803051949
07-12-2010,11.57107067,11.36142921,11.56428623,11.3646431,391454000,9.743646622
08-12-2010,11.46500015,11.32535744,11.41535664,11.46464252,321935600,9.829385757
09-12-2010,11.5178566,11.3935709,11.50464344,11.42000008,294151200,9.791109085
10-12-2010,11.46607113,11.37857056,11.41607094,11.44857121,262511200,9.815606117
13-12-2010,11.60928631,11.46428585,11.58464336,11.48821354,439815600,9.849594116
14-12-2010,11.51928616,11.3928566,11.4903574,11.4389286,351008000,9.807336807
15-12-2010,11.53571415,11.39964294,11.42857075,11.44142914,417312000,9.809480667
16-12-2010,11.52178574,11.43214321,11.46749973,11.47321415,322030800,9.836733818
17-12-2010,11.49250031,11.4367857,11.48678589,11.45035744,386929200,9.817137718
20-12-2010,11.5446434,11.3653574,11.48571396,11.50749969,385610400,9.866130829
21-12-2010,11.58535671,11.50178623,11.53571415,11.57857132,256354000,9.927061081
22-12-2010,11.63285732,11.55535698,11.58428574,11.61285686,265921600,9.956456184
23-12-2010,11.61250019,11.54178619,11.6071434,11.55714321,223157200,9.908689499
27-12-2010,11.62285709,11.48285675,11.53035736,11.59571362,249816000,9.941760063
28-12-2010,11.66642857,11.60928631,11.63964272,11.62392902,175924000,9.965950966
29-12-2010,11.65892887,11.61071396,11.65071392,11.61750031,163139200,9.960440636
30-12-2010,11.62535667,11.53750038,11.6242857,11.55928612,157494400,9.910531044
31-12-2010,11.5528574,11.47535706,11.53392887,11.52000046,193508000,9.876847267
03-01-2011,11.79500008,11.60142899,11.63000011,11.77035713,445138400,10.09149361
04-01-2011,11.875,11.71964264,11.87285709,11.83178616,309080800,10.14415932
05-01-2011,11.94071388,11.7678566,11.76964283,11.92857075,255519600,10.22713852
06-01-2011,11.97321415,11.88928604,11.95428562,11.9189291,300428800,10.21887493
07-01-2011,12.01249981,11.85357094,11.92821407,12.00428581,311931200,10.29205513
10-01-2011,12.258214,12.04178619,12.10107136,12.23035717,448560000,10.48588181
11-01-2011,12.31999969,12.12392902,12.31714344,12.20142937,444108000,10.46107769
12-01-2011,12.30107117,12.21428585,12.25892925,12.30071354,302590400,10.54620457
13-01-2011,12.38000011,12.28035736,12.32714272,12.34571362,296780400,10.58478451
14-01-2011,12.445714,12.30142879,12.35321426,12.445714,308840000,10.67052364
18-01-2011,12.31285667,11.6428566,11.7685709,12.16607094,1880998000,10.43076134
19-01-2011,12.44999981,12.03142929,12.44107056,12.10142899,1135612800,10.37534237
20-01-2011,12.08214283,11.78999996,12.01535702,11.88142872,764789200,10.18672371
21-01-2011,11.96000004,11.66535664,11.92035675,11.66857147,754401200,10.00422478
24-01-2011,12.05178642,11.66857147,11.67392921,12.05178642,574683200,10.33278275
25-01-2011,12.19428635,11.94892883,12.01178646,12.19285679,546868000,10.45373058
26-01-2011,12.34285736,12.19642925,12.2485714,12.28035736,506875600,10.52875233
27-01-2011,12.31035709,12.24392891,12.27785683,12.25749969,285026000,10.50915146
28-01-2011,12.30000019,11.91178608,12.29178619,12.00357056,592057200,10.29144192
31-01-2011,12.14428616,11.93928623,11.99285698,12.11857128,377246800,10.3900404
01-02-2011,12.34464264,12.1778574,12.18928623,12.32250023,426633200,10.56488037
02-02-2011,12.3303566,12.26964283,12.30178642,12.29714298,258955200,10.54314232
03-02-2011,12.29428577,12.09107113,12.27857113,12.26571369,393797600,10.51619434
04-02-2011,12.38214302,12.26821423,12.27285671,12.375,321840400,10.60989571
07-02-2011,12.61607075,12.41571426,12.42464256,12.56714344,485021600,10.77462959
08-02-2011,12.6971426,12.57678604,12.63142872,12.68571377,381040800,10.87628937
09-02-2011,12.82142925,12.67392921,12.68535709,12.79142857,482745200,10.96692371
10-02-2011,12.8571434,12.42857075,12.76392937,12.66214275,928550000,10.85608006
11-02-2011,12.77857113,12.6264286,12.6696434,12.74464321,367572800,10.92681408
14-02-2011,12.83857059,12.7396431,12.74250031,12.82785702,310416400,10.99815655
15-02-2011,12.85607147,12.76964283,12.82821369,12.85357094,284174800,11.02020454
16-02-2011,13.03214264,12.875,12.88571358,12.96892929,481157600,11.11910629
17-02-2011,12.866786,12.73285675,12.75892925,12.79642868,530583200,10.97121334
18-02-2011,12.83928585,12.48285675,12.8110714,12.52000046,816057200,10.73421383
22-02-2011,12.33571434,12.06142902,12.21964264,12.09321404,872555600,10.36830044
23-02-2011,12.30857086,12.09321404,12.09892941,12.23642921,671854400,10.49108887
24-02-2011,12.32678604,12.08464336,12.28642941,12.24571419,499900800,10.49904728
25-02-2011,12.44392872,12.31428623,12.33071423,12.43428612,380018800,10.66072178
28-02-2011,12.68035698,12.53999996,12.54428577,12.6146431,403074000,10.81535435
01-03-2011,12.70428562,12.41714287,12.69535732,12.47535706,456136800,10.6959343
02-03-2011,12.65535736,12.44285679,12.4985714,12.57571411,602590800,10.78197861
03-03-2011,12.84964275,12.71142864,12.75678635,12.84142876,500788400,11.00979137
04-03-2011,12.86750031,12.77678585,12.85964298,12.8571434,453266800,11.02326775
07-03-2011,12.91678619,12.54678631,12.90714264,12.69142914,546123200,10.88118744
08-03-2011,12.76428604,12.5803566,12.67535686,12.70571423,356316800,10.89343548
09-03-2011,12.67000008,12.52142906,12.66749954,12.58821392,453306000,10.792696
10-03-2011,12.491786,12.31785679,12.46857071,12.38107109,507539200,10.61509991
11-03-2011,12.58285713,12.32142925,12.33321381,12.57107067,471080400,10.77799892
14-03-2011,12.7314291,12.54678631,12.61357117,12.62714291,435957200,10.8260746
15-03-2011,12.42285728,12.14642906,12.21785736,12.33678627,721081200,10.57713032
16-03-2011,12.25,11.65214252,12.21428585,11.78607082,1162011200,10.10496616
17-03-2011,12.12892914,11.80928612,12.02964306,11.95142937,659422400,10.24673843
18-03-2011,12.07857132,11.78571415,12.04035664,11.80964279,753214000,10.12517738
21-03-2011,12.13357067,11.97357082,11.99964333,12.11785698,409402000,10.38943005
22-03-2011,12.23642921,12.11214256,12.23428631,12.18571377,325922800,10.44760513
23-03-2011,12.15071392,11.99821377,12.11714268,12.11392879,372996400,10.38606071
24-03-2011,12.3571434,12.10214329,12.20892906,12.32035732,404712000,10.56304646
25-03-2011,12.57357121,12.3935709,12.43107128,12.55500031,448910000,10.76421738
28-03-2011,12.65428638,12.51571369,12.61250019,12.51571369,309355200,10.73053551
29-03-2011,12.53428555,12.35928631,12.41642857,12.53428555,352900800,10.7464571
30-03-2011,12.53142929,12.40857124,12.52285671,12.45107079,329406000,10.67511559
31-03-2011,12.49285698,12.35928631,12.36999989,12.44678593,274019200,10.67143726
01-04-2011,12.55678558,12.26071358,12.53964329,12.30571365,418661600,10.55048847
04-04-2011,12.30714321,12.08571434,12.29678631,12.18535709,460084800,10.44730186
05-04-2011,12.22321415,12,12.03535748,12.10321426,482731200,10.37687302
06-04-2011,12.28214264,12.04071426,12.18642902,12.0728569,402539200,10.35084629
07-04-2011,12.15821362,12.00107098,12.07499981,12.07428646,373447200,10.35207367
08-04-2011,12.14821434,11.92678642,12.14000034,11.96642876,377535200,10.25959587
11-04-2011,11.98821354,11.78642941,11.93071365,11.81428623,398946800,10.12915707
12-04-2011,11.9189291,11.79285717,11.80321407,11.87142944,425639200,10.17814922
13-04-2011,12.00500011,11.8757143,11.96500015,12.00464344,346220000,10.29236126
14-04-2011,12,11.85928631,11.95714283,11.87214279,301800800,10.17876148
15-04-2011,11.91571426,11.67142868,11.90357113,11.69499969,453605600,10.02688313
18-04-2011,11.8653574,11.43428612,11.64642906,11.85178566,609898800,10.16130638
19-04-2011,12.070714,11.84678555,11.89642906,12.06642914,419378400,10.34533691
20-04-2011,12.34821415,12.19642925,12.26821423,12.22892857,700666400,10.48465443
21-04-2011,12.68321419,12.4471426,12.67857075,12.52499962,753810400,10.73849869
25-04-2011,12.63392925,12.51071358,12.51214314,12.60750008,266546000,10.80923176
26-04-2011,12.67821407,12.47678566,12.62928581,12.51500034,338800000,10.72992516
27-04-2011,12.58392906,12.39642906,12.57999992,12.50535679,356213200,10.7216568
28-04-2011,12.49107075,12.34000015,12.36392879,12.38392925,360959200,10.61754704
29-04-2011,12.64107132,12.38107109,12.38500023,12.50464344,1006345200,10.72104359
02-05-2011,12.51678562,12.33928585,12.49071407,12.36714268,442713600,10.60315704
03-05-2011,12.49607086,12.34357071,12.42821407,12.43571377,313348000,10.66194725
04-05-2011,12.56535721,12.38857079,12.43785667,12.48464298,389250400,10.70389843
05-05-2011,12.53392887,12.35892868,12.44285679,12.38392925,335969200,10.61754704
06-05-2011,12.5,12.3646431,12.48892879,12.38071442,280134400,10.61479282
09-05-2011,12.47142887,12.37607098,12.42357063,12.41428566,204747200,10.64357662
